GANTT_FILE


# sequences   = 32
# motifs      = 99
motif length  = 10


species sequence lengths:

	human      : 2000
	orangutan  : 2000
	gibbon     : 2000
	baboon     : 2000
	macaque    : 2000
	galago     : 2000
	rabbit     : 2000
	gpig       : 2000
	mouse      : 2000
	nrat       : 2000
	squirrel   : 2000
	eushrew    : 2000
	megabat    : 2000
	microbat   : 2000
	orca       : 2000
	dolphin    : 2000
	sheep      : 2000
	cow        : 2000
	horse      : 2000
	rhino      : 2000
	cat        : 2000
	ferret     : 2000
	dog        : 2000
	walrus     : 2000
	panda      : 2000
	armadillo  : 2000
	elephant   : 2000
	manatee    : 2000
	turtle     : 2000
	chicken    : 1662
	wfrog      : 2000
	coelacanth : 2000


Motif number	Species   	Position	F/R	Match score
          90	gibbon    	1696    	F	7       
          90	gibbon    	1859    	F	7       
          90	baboon    	1717    	R	8       
          90	macaque   	771     	R	8       
          90	galago    	442     	F	7       
          90	galago    	802     	R	7       
          90	galago    	1080    	R	7       
          90	galago    	1193    	F	7       
          90	galago    	1428    	F	7       
          90	galago    	1481    	R	7       
          90	galago    	1528    	R	7       
          90	rabbit    	432     	F	7       
          90	rabbit    	454     	R	7       
          90	rabbit    	790     	R	7       
          90	rabbit    	838     	F	7       
          90	rabbit    	895     	F	7       
          90	rabbit    	895     	R	7       
          90	rabbit    	1268    	R	7       
          90	rabbit    	1375    	F	7       
          90	rabbit    	1462    	F	7       
          90	rabbit    	1479    	R	7       
          90	rabbit    	1631    	R	7       
          90	rabbit    	1648    	F	7       
          90	rabbit    	1653    	F	7       
          90	rabbit    	1698    	F	7       
          90	rabbit    	1750    	F	7       
          90	rabbit    	1767    	F	7       
          90	rabbit    	1853    	F	7       
          90	rabbit    	1980    	F	7       
          90	gpig      	1360    	F	8       
          90	mouse     	1371    	F	9       
          90	nrat      	713     	R	8       
          90	nrat      	923     	F	8       
          90	nrat      	1420    	F	8       
          90	nrat      	1644    	F	8       
          90	squirrel  	682     	F	8       
          90	squirrel  	1412    	F	8       
          90	eushrew   	1380    	F	8       
          90	eushrew   	1686    	F	8       
          90	megabat   	444     	R	8       
          90	microbat  	213     	F	7       
          90	microbat  	410     	R	7       
          90	microbat  	590     	F	7       
          90	microbat  	691     	R	7       
          90	microbat  	749     	R	7       
          90	microbat  	779     	F	7       
          90	microbat  	803     	F	7       
          90	microbat  	1123    	R	7       
          90	microbat  	1206    	R	7       
          90	microbat  	1357    	F	7       
          90	microbat  	1631    	F	7       
          90	microbat  	1681    	F	7       
          90	microbat  	1750    	F	7       
          90	microbat  	1776    	F	7       
          90	microbat  	1908    	R	7       
          90	orca      	481     	R	7       
          90	orca      	685     	R	7       
          90	orca      	875     	F	7       
          90	orca      	967     	R	7       
          90	orca      	1045    	F	7       
          90	orca      	1848    	R	7       
          90	orca      	1915    	F	7       
          90	dolphin   	290     	R	7       
          90	dolphin   	455     	R	7       
          90	dolphin   	645     	F	7       
          90	dolphin   	737     	R	7       
          90	dolphin   	815     	F	7       
          90	dolphin   	1549    	R	7       
          90	dolphin   	1616    	R	7       
          90	dolphin   	1848    	R	7       
          90	dolphin   	1915    	F	7       
          90	sheep     	578     	R	8       
          90	sheep     	741     	R	8       
          90	sheep     	1800    	F	8       
          90	cow       	636     	R	8       
          90	horse     	366     	F	7       
          90	horse     	589     	R	7       
          90	horse     	597     	F	7       
          90	horse     	745     	R	7       
          90	horse     	1023    	R	7       
          90	horse     	1090    	R	7       
          90	horse     	1127    	F	7       
          90	horse     	1767    	F	7       
          90	horse     	1953    	F	7       
          90	rhino     	739     	R	8       
          90	cat       	712     	R	8       
          90	cat       	1413    	R	8       
          90	ferret    	101     	R	8       
          90	ferret    	284     	R	8       
          90	ferret    	477     	F	8       
          90	dog       	744     	R	8       
          90	walrus    	743     	R	8       
          90	panda     	471     	R	8       
          90	panda     	1652    	F	8       
          90	armadillo 	117     	F	7       
          90	armadillo 	334     	F	7       
          90	armadillo 	830     	R	7       
          90	armadillo 	1113    	R	7       
          90	armadillo 	1158    	R	7       
          90	armadillo 	1195    	F	7       
          90	armadillo 	1351    	F	7       
          90	armadillo 	1381    	R	7       
          90	armadillo 	1442    	R	7       
          90	armadillo 	1462    	R	7       
          90	armadillo 	1682    	F	7       
          90	armadillo 	1800    	F	7       
          90	armadillo 	1961    	F	7       
          90	elephant  	1411    	F	8       
          90	manatee   	7       	F	7       
          90	manatee   	170     	R	7       
          90	manatee   	252     	R	7       
          90	manatee   	413     	R	7       
          90	manatee   	570     	F	7       
          90	manatee   	702     	R	7       
          90	manatee   	760     	R	7       
          90	manatee   	809     	F	7       
          90	manatee   	1005    	F	7       
          90	manatee   	1010    	R	7       
          90	manatee   	1102    	R	7       
          90	manatee   	1192    	F	7       
          90	manatee   	1241    	R	7       
          90	manatee   	1395    	F	7       
          90	manatee   	1482    	F	7       
          90	manatee   	1656    	F	7       
          90	manatee   	1771    	F	7       
          90	manatee   	1864    	F	7       
          90	manatee   	1881    	F	7       
          90	manatee   	1980    	F	7       
          90	turtle    	1566    	F	8       
          90	chicken   	620     	R	8       
          90	wfrog     	1222    	R	7       
          90	wfrog     	1654    	R	7       
          90	wfrog     	1881    	R	7       
          90	coelacanth	543     	F	7       
          90	coelacanth	715     	R	7       
          90	coelacanth	764     	R	7       
          90	coelacanth	828     	F	7       
          90	coelacanth	863     	F	7       
          90	coelacanth	985     	F	7       
          90	coelacanth	1330    	R	7       
          90	coelacanth	1724    	F	7       
          90	coelacanth	1752    	R	7       
          90	coelacanth	1900    	F	7       
          90	coelacanth	1950    	F	7       

          91	human     	255     	F	8       
          91	human     	394     	F	8       
          91	human     	1336    	R	8       
          91	orangutan 	754     	F	8       
          91	orangutan 	898     	F	8       
          91	orangutan 	1249    	F	8       
          91	orangutan 	1842    	R	8       
          91	gibbon    	304     	F	8       
          91	baboon    	1191    	F	8       
          91	baboon    	1339    	F	8       
          91	macaque   	245     	F	8       
          91	macaque   	393     	F	8       
          91	macaque   	1335    	R	8       
          91	galago    	6       	R	7       
          91	galago    	172     	F	7       
          91	galago    	247     	R	7       
          91	galago    	393     	F	7       
          91	galago    	400     	F	7       
          91	galago    	576     	R	7       
          91	galago    	776     	F	7       
          91	galago    	1002    	F	7       
          91	galago    	1038    	R	7       
          91	galago    	1365    	R	7       
          91	galago    	1542    	R	7       
          91	rabbit    	268     	F	7       
          91	rabbit    	355     	F	7       
          91	gpig      	152     	R	7       
          91	gpig      	220     	F	7       
          91	gpig      	268     	F	7       
          91	gpig      	444     	F	7       
          91	gpig      	632     	R	7       
          91	mouse     	59      	F	8       
          91	mouse     	135     	F	8       
          91	mouse     	170     	F	8       
          91	mouse     	410     	F	8       
          91	mouse     	416     	F	8       
          91	nrat      	314     	F	8       
          91	nrat      	483     	F	8       
          91	squirrel  	789     	F	8       
          91	eushrew   	389     	F	8       
          91	megabat   	564     	R	7       
          91	megabat   	853     	F	7       
          91	megabat   	1214    	R	7       
          91	microbat  	322     	F	8       
          91	orca      	1248    	R	8       
          91	dolphin   	1018    	R	8       
          91	dolphin   	1668    	R	8       
          91	sheep     	594     	F	8       
          91	cow       	482     	F	8       
          91	horse     	75      	F	7       
          91	horse     	445     	F	7       
          91	rhino     	4       	F	7       
          91	rhino     	45      	F	7       
          91	rhino     	303     	R	7       
          91	rhino     	314     	F	7       
          91	rhino     	521     	F	7       
          91	rhino     	1046    	R	7       
          91	cat       	254     	F	8       
          91	cat       	1515    	F	8       
          91	ferret    	553     	F	8       
          91	ferret    	653     	F	8       
          91	ferret    	1078    	R	8       
          91	dog       	667     	F	8       
          91	walrus    	1338    	R	8       
          91	panda     	26      	F	7       
          91	panda     	197     	F	7       
          91	panda     	246     	F	7       
          91	panda     	1036    	R	7       
          91	panda     	1256    	F	7       
          91	armadillo 	16      	F	7       
          91	armadillo 	17      	F	7       
          91	armadillo 	33      	F	7       
          91	armadillo 	94      	F	7       
          91	armadillo 	186     	R	7       
          91	armadillo 	189     	F	7       
          91	armadillo 	217     	R	7       
          91	armadillo 	304     	R	7       
          91	armadillo 	462     	R	7       
          91	armadillo 	565     	R	7       
          91	armadillo 	603     	F	7       
          91	armadillo 	637     	R	7       
          91	armadillo 	847     	F	7       
          91	elephant  	232     	F	7       
          91	elephant  	408     	F	7       
          91	elephant  	417     	F	7       
          91	elephant  	458     	R	7       
          91	elephant  	460     	F	7       
          91	elephant  	927     	R	7       
          91	elephant  	1050    	R	7       
          91	elephant  	1233    	R	7       
          91	manatee   	60      	F	7       
          91	manatee   	376     	F	7       
          91	manatee   	537     	R	7       
          91	manatee   	863     	R	7       
          91	manatee   	1217    	R	7       
          91	turtle    	1839    	R	9       
          91	chicken   	16      	R	7       
          91	chicken   	22      	R	7       
          91	chicken   	87      	F	7       
          91	chicken   	92      	R	7       
          91	chicken   	110     	F	7       
          91	chicken   	559     	R	7       
          91	chicken   	821     	R	7       
          91	chicken   	851     	R	7       
          91	chicken   	1044    	F	7       
          91	chicken   	1208    	F	7       
          91	wfrog     	665     	R	8       
          91	wfrog     	1120    	F	8       
          91	wfrog     	1149    	R	8       
          91	coelacanth	422     	F	8       

          92	human     	702     	R	8       
          92	orangutan 	1207    	R	8       
          92	gibbon    	1313    	F	8       
          92	gibbon    	1941    	R	8       
          92	baboon    	648     	F	8       
          92	macaque   	54      	R	7       
          92	macaque   	67      	R	7       
          92	macaque   	74      	R	7       
          92	macaque   	763     	F	7       
          92	macaque   	1089    	R	7       
          92	macaque   	1157    	R	7       
          92	macaque   	1315    	R	7       
          92	macaque   	1397    	F	7       
          92	galago    	455     	F	7       
          92	galago    	515     	F	7       
          92	galago    	522     	F	7       
          92	galago    	789     	F	7       
          92	galago    	824     	R	7       
          92	galago    	1033    	F	7       
          92	galago    	1053    	R	7       
          92	galago    	1327    	R	7       
          92	rabbit    	1679    	R	8       
          92	gpig      	686     	F	8       
          92	gpig      	1119    	F	8       
          92	mouse     	1532    	F	8       
          92	nrat      	435     	R	7       
          92	nrat      	651     	F	7       
          92	nrat      	698     	F	7       
          92	nrat      	735     	R	7       
          92	nrat      	1136    	R	7       
          92	nrat      	1159    	R	7       
          92	nrat      	1176    	R	7       
          92	nrat      	1558    	R	7       
          92	nrat      	1723    	F	7       
          92	nrat      	1965    	R	7       
          92	squirrel  	1860    	F	8       
          92	eushrew   	1738    	F	8       
          92	megabat   	153     	F	7       
          92	megabat   	259     	R	7       
          92	megabat   	382     	R	7       
          92	megabat   	835     	F	7       
          92	megabat   	1274    	F	7       
          92	megabat   	1479    	R	7       
          92	megabat   	1707    	R	7       
          92	megabat   	1772    	F	7       
          92	microbat  	133     	F	8       
          92	orca      	524     	R	7       
          92	orca      	621     	R	7       
          92	orca      	1000    	R	7       
          92	orca      	1235    	F	7       
          92	orca      	1523    	R	7       
          92	orca      	1977    	R	7       
          92	dolphin   	159     	F	7       
          92	dolphin   	333     	R	7       
          92	dolphin   	391     	R	7       
          92	dolphin   	770     	R	7       
          92	dolphin   	1005    	F	7       
          92	dolphin   	1293    	R	7       
          92	dolphin   	1705    	R	7       
          92	dolphin   	1940    	R	7       
          92	dolphin   	1977    	R	7       
          92	sheep     	1136    	F	8       
          92	cow       	56      	F	7       
          92	cow       	74      	R	7       
          92	cow       	574     	R	7       
          92	cow       	705     	R	7       
          92	cow       	878     	R	7       
          92	cow       	955     	R	7       
          92	cow       	1013    	R	7       
          92	cow       	1026    	F	7       
          92	cow       	1031    	F	7       
          92	cow       	1508    	R	7       
          92	cow       	1552    	R	7       
          92	cow       	1922    	R	7       
          92	cow       	1987    	F	7       
          92	horse     	30      	F	7       
          92	horse     	101     	F	7       
          92	horse     	212     	F	7       
          92	horse     	410     	F	7       
          92	horse     	484     	R	7       
          92	horse     	558     	R	7       
          92	horse     	642     	R	7       
          92	horse     	684     	R	7       
          92	horse     	887     	F	7       
          92	horse     	1052    	F	7       
          92	horse     	1302    	R	7       
          92	horse     	1334    	F	7       
          92	horse     	1844    	F	7       
          92	rhino     	76      	R	7       
          92	rhino     	358     	F	7       
          92	rhino     	446     	F	7       
          92	rhino     	621     	R	7       
          92	rhino     	678     	R	7       
          92	rhino     	807     	R	7       
          92	rhino     	1051    	F	7       
          92	rhino     	1055    	R	7       
          92	rhino     	1844    	F	7       
          92	cat       	579     	R	8       
          92	ferret    	794     	F	8       
          92	dog       	225     	F	7       
          92	dog       	361     	F	7       
          92	dog       	551     	R	7       
          92	dog       	620     	R	7       
          92	dog       	682     	R	7       
          92	dog       	1134    	R	7       
          92	dog       	1171    	R	7       
          92	dog       	1747    	R	7       
          92	dog       	1960    	R	7       
          92	dog       	1981    	R	7       
          92	walrus    	683     	R	7       
          92	walrus    	803     	R	7       
          92	walrus    	1053    	F	7       
          92	panda     	774     	F	8       
          92	panda     	1866    	R	8       
          92	armadillo 	532     	F	9       
          92	elephant  	302     	R	7       
          92	elephant  	306     	R	7       
          92	elephant  	350     	R	7       
          92	elephant  	427     	R	7       
          92	elephant  	518     	R	7       
          92	elephant  	606     	F	7       
          92	elephant  	795     	F	7       
          92	elephant  	845     	F	7       
          92	elephant  	939     	R	7       
          92	elephant  	1154    	R	7       
          92	elephant  	1300    	F	7       
          92	elephant  	1375    	R	7       
          92	elephant  	1774    	R	7       
          92	elephant  	1826    	F	7       
          92	elephant  	1854    	R	7       
          92	elephant  	1864    	R	7       
          92	manatee   	1885    	R	8       
          92	turtle    	245     	R	8       
          92	turtle    	1400    	F	8       
          92	chicken   	61      	R	7       
          92	chicken   	507     	R	7       
          92	chicken   	649     	R	7       
          92	chicken   	727     	R	7       
          92	chicken   	787     	F	7       
          92	chicken   	885     	F	7       
          92	chicken   	944     	F	7       
          92	chicken   	1072    	R	7       
          92	chicken   	1079    	R	7       
          92	chicken   	1216    	F	7       
          92	chicken   	1292    	R	7       
          92	chicken   	1303    	F	7       
          92	chicken   	1398    	F	7       
          92	wfrog     	1038    	R	8       
          92	wfrog     	1639    	F	8       
          92	coelacanth	1356    	F	8       

          93	human     	877     	F	8       
          93	orangutan 	1382    	F	8       
          93	gibbon    	502     	R	7       
          93	gibbon    	723     	R	7       
          93	gibbon    	744     	R	7       
          93	gibbon    	1112    	F	7       
          93	gibbon    	1581    	F	7       
          93	gibbon    	1744    	R	7       
          93	baboon    	1825    	F	8       
          93	macaque   	879     	F	8       
          93	galago    	141     	F	7       
          93	galago    	564     	R	7       
          93	galago    	683     	R	7       
          93	galago    	810     	F	7       
          93	galago    	900     	F	7       
          93	galago    	968     	R	7       
          93	galago    	1114    	R	7       
          93	galago    	1261    	R	7       
          93	galago    	1301    	R	7       
          93	galago    	1402    	F	7       
          93	rabbit    	559     	F	8       
          93	rabbit    	621     	R	8       
          93	gpig      	622     	F	9       
          93	mouse     	830     	R	8       
          93	mouse     	1402    	F	8       
          93	nrat      	494     	R	8       
          93	nrat      	908     	R	8       
          93	nrat      	1451    	F	8       
          93	squirrel  	667     	R	8       
          93	squirrel  	1935    	R	8       
          93	eushrew   	21      	F	7       
          93	eushrew   	171     	R	7       
          93	eushrew   	610     	F	7       
          93	eushrew   	819     	R	7       
          93	eushrew   	1000    	F	7       
          93	eushrew   	1919    	F	7       
          93	megabat   	54      	R	7       
          93	megabat   	212     	R	7       
          93	megabat   	549     	F	7       
          93	megabat   	614     	R	7       
          93	megabat   	1211    	F	7       
          93	megabat   	1212    	R	7       
          93	megabat   	1787    	R	7       
          93	microbat  	272     	R	7       
          93	microbat  	354     	F	7       
          93	microbat  	512     	F	7       
          93	microbat  	547     	R	7       
          93	microbat  	786     	F	7       
          93	microbat  	1139    	R	7       
          93	orca      	238     	R	8       
          93	orca      	854     	R	8       
          93	dolphin   	47      	R	8       
          93	dolphin   	624     	R	8       
          93	sheep     	249     	F	7       
          93	sheep     	253     	F	7       
          93	sheep     	504     	R	7       
          93	sheep     	557     	R	7       
          93	sheep     	598     	F	7       
          93	sheep     	683     	R	7       
          93	sheep     	898     	R	7       
          93	sheep     	910     	F	7       
          93	sheep     	1188    	R	7       
          93	sheep     	1317    	F	7       
          93	sheep     	1453    	R	7       
          93	sheep     	1585    	R	7       
          93	cow       	142     	R	7       
          93	cow       	147     	F	7       
          93	cow       	151     	F	7       
          93	cow       	233     	R	7       
          93	cow       	393     	R	7       
          93	cow       	486     	F	7       
          93	cow       	740     	F	7       
          93	cow       	805     	F	7       
          93	cow       	1268    	F	7       
          93	cow       	1346    	R	7       
          93	horse     	22      	F	7       
          93	horse     	128     	R	7       
          93	horse     	170     	F	7       
          93	horse     	265     	R	7       
          93	horse     	371     	F	7       
          93	horse     	607     	R	7       
          93	horse     	772     	F	7       
          93	horse     	990     	R	7       
          93	rhino     	908     	R	9       
          93	cat       	286     	R	7       
          93	cat       	353     	F	7       
          93	cat       	720     	F	7       
          93	cat       	721     	R	7       
          93	cat       	808     	F	7       
          93	cat       	873     	R	7       
          93	cat       	1145    	R	7       
          93	ferret    	152     	F	7       
          93	ferret    	565     	R	7       
          93	ferret    	844     	R	7       
          93	ferret    	1296    	F	7       
          93	ferret    	1301    	R	7       
          93	ferret    	1846    	R	7       
          93	ferret    	1939    	R	7       
          93	dog       	774     	F	7       
          93	walrus    	461     	F	7       
          93	walrus    	462     	R	7       
          93	walrus    	615     	R	7       
          93	walrus    	838     	F	7       
          93	walrus    	1369    	R	7       
          93	walrus    	1840    	R	7       
          93	walrus    	1974    	R	7       
          93	panda     	189     	R	8       
          93	panda     	1880    	R	8       
          93	armadillo 	154     	F	8       
          93	armadillo 	324     	R	8       
          93	armadillo 	412     	R	8       
          93	elephant  	119     	F	7       
          93	elephant  	157     	F	7       
          93	elephant  	235     	R	7       
          93	elephant  	466     	R	7       
          93	elephant  	504     	F	7       
          93	elephant  	664     	R	7       
          93	elephant  	716     	F	7       
          93	elephant  	728     	R	7       
          93	elephant  	885     	R	7       
          93	elephant  	1080    	R	7       
          93	manatee   	595     	R	8       
          93	turtle    	663     	R	8       
          93	turtle    	790     	F	8       
          93	turtle    	1306    	F	8       
          93	turtle    	1458    	F	8       
          93	turtle    	1898    	R	8       
          93	turtle    	1923    	F	8       
          93	chicken   	580     	F	7       
          93	chicken   	806     	R	7       
          93	chicken   	1602    	R	7       
          93	wfrog     	326     	R	7       
          93	wfrog     	390     	R	7       
          93	wfrog     	736     	R	7       
          93	wfrog     	853     	F	7       
          93	wfrog     	927     	F	7       
          93	wfrog     	940     	F	7       
          93	wfrog     	1027    	F	7       
          93	wfrog     	1083    	R	7       
          93	wfrog     	1542    	F	7       
          93	wfrog     	1765    	R	7       
          93	wfrog     	1867    	F	7       
          93	wfrog     	1899    	F	7       
          93	coelacanth	8       	R	7       
          93	coelacanth	141     	F	7       
          93	coelacanth	276     	F	7       
          93	coelacanth	562     	F	7       
          93	coelacanth	734     	F	7       
          93	coelacanth	859     	R	7       
          93	coelacanth	1129    	F	7       
          93	coelacanth	1142    	R	7       
          93	coelacanth	1171    	F	7       
          93	coelacanth	1407    	R	7       
          93	coelacanth	1481    	R	7       
          93	coelacanth	1528    	F	7       
          93	coelacanth	1586    	F	7       
          93	coelacanth	1825    	R	7       
          93	coelacanth	1969    	F	7       

          94	human     	879     	R	8       
          94	human     	1231    	R	8       
          94	orangutan 	1384    	R	8       
          94	orangutan 	1736    	R	8       
          94	gibbon    	302     	F	7       
          94	gibbon    	388     	R	7       
          94	gibbon    	812     	R	7       
          94	gibbon    	875     	R	7       
          94	gibbon    	1106    	R	7       
          94	baboon    	1827    	R	8       
          94	macaque   	881     	R	8       
          94	macaque   	1232    	R	8       
          94	galago    	902     	R	8       
          94	galago    	968     	R	8       
          94	galago    	1243    	R	8       
          94	rabbit    	561     	R	8       
          94	gpig      	12      	F	7       
          94	gpig      	265     	R	7       
          94	gpig      	302     	F	7       
          94	gpig      	801     	F	7       
          94	gpig      	827     	F	7       
          94	gpig      	851     	R	7       
          94	gpig      	1373    	R	7       
          94	mouse     	54      	F	7       
          94	mouse     	168     	F	7       
          94	mouse     	376     	R	7       
          94	mouse     	392     	R	7       
          94	mouse     	405     	F	7       
          94	mouse     	739     	R	7       
          94	mouse     	749     	F	7       
          94	mouse     	751     	R	7       
          94	mouse     	830     	R	7       
          94	mouse     	1608    	R	7       
          94	nrat      	194     	F	7       
          94	nrat      	196     	R	7       
          94	nrat      	310     	R	7       
          94	nrat      	370     	F	7       
          94	nrat      	446     	R	7       
          94	nrat      	462     	R	7       
          94	nrat      	817     	R	7       
          94	nrat      	908     	R	7       
          94	nrat      	1076    	F	7       
          94	nrat      	1219    	R	7       
          94	nrat      	1657    	R	7       
          94	squirrel  	604     	R	8       
          94	eushrew   	1306    	R	7       
          94	eushrew   	1589    	R	7       
          94	megabat   	744     	F	7       
          94	megabat   	902     	R	7       
          94	megabat   	1048    	R	7       
          94	megabat   	1281    	R	7       
          94	megabat   	1372    	R	7       
          94	megabat   	1835    	R	7       
          94	microbat  	14      	R	7       
          94	microbat  	506     	R	7       
          94	microbat  	863     	R	7       
          94	microbat  	1370    	R	7       
          94	microbat  	1653    	R	7       
          94	orca      	64      	F	7       
          94	orca      	231     	R	7       
          94	orca      	515     	R	7       
          94	orca      	1157    	R	7       
          94	orca      	1181    	F	7       
          94	orca      	1603    	R	7       
          94	dolphin   	40      	R	7       
          94	dolphin   	324     	R	7       
          94	dolphin   	927     	R	7       
          94	dolphin   	951     	F	7       
          94	dolphin   	1373    	R	7       
          94	sheep     	845     	F	8       
          94	sheep     	847     	R	8       
          94	cow       	117     	R	7       
          94	cow       	501     	R	7       
          94	cow       	740     	F	7       
          94	cow       	742     	R	7       
          94	cow       	941     	F	7       
          94	cow       	1115    	R	7       
          94	cow       	1586    	R	7       
          94	horse     	851     	R	8       
          94	rhino     	7       	R	8       
          94	rhino     	845     	R	8       
          94	rhino     	1043    	F	8       
          94	cat       	276     	R	7       
          94	cat       	808     	F	7       
          94	cat       	810     	R	7       
          94	cat       	1108    	F	7       
          94	cat       	1180    	R	7       
          94	cat       	1339    	R	7       
          94	cat       	1646    	R	7       
          94	cat       	1928    	R	7       
          94	ferret    	392     	R	7       
          94	ferret    	784     	F	7       
          94	ferret    	937     	R	7       
          94	ferret    	1424    	R	7       
          94	ferret    	1706    	R	7       
          94	dog       	381     	F	7       
          94	dog       	842     	R	7       
          94	dog       	1034    	F	7       
          94	dog       	1137    	F	7       
          94	dog       	1187    	R	7       
          94	dog       	1209    	R	7       
          94	dog       	1646    	R	7       
          94	dog       	1928    	R	7       
          94	walrus    	62      	R	7       
          94	walrus    	370     	F	7       
          94	walrus    	838     	F	7       
          94	walrus    	840     	R	7       
          94	walrus    	1043    	F	7       
          94	walrus    	1148    	F	7       
          94	walrus    	1198    	R	7       
          94	walrus    	1220    	R	7       
          94	walrus    	1369    	R	7       
          94	walrus    	1682    	R	7       
          94	walrus    	1966    	R	7       
          94	panda     	99      	F	7       
          94	panda     	567     	F	7       
          94	panda     	569     	R	7       
          94	panda     	718     	F	7       
          94	panda     	764     	F	7       
          94	panda     	894     	R	7       
          94	panda     	917     	R	7       
          94	panda     	1067    	R	7       
          94	panda     	1387    	R	7       
          94	panda     	1645    	R	7       
          94	panda     	1668    	R	7       
          94	panda     	1738    	F	7       
          94	armadillo 	249     	F	8       
          94	armadillo 	294     	R	8       
          94	elephant  	341     	R	8       
          94	elephant  	929     	R	8       
          94	manatee   	845     	R	8       
          94	turtle    	669     	F	8       
          94	turtle    	843     	F	8       
          94	turtle    	843     	R	8       
          94	turtle    	1547    	R	8       
          94	chicken   	107     	F	8       
          94	wfrog     	1287    	R	9       
          94	coelacanth	920     	F	8       
          94	coelacanth	990     	F	8       
          94	coelacanth	1068    	R	8       

          95	human     	1161    	R	8       
          95	orangutan 	334     	F	7       
          95	orangutan 	468     	F	7       
          95	orangutan 	847     	F	7       
          95	orangutan 	942     	F	7       
          95	orangutan 	1039    	F	7       
          95	orangutan 	1236    	F	7       
          95	orangutan 	1455    	F	7       
          95	orangutan 	1538    	R	7       
          95	orangutan 	1666    	R	7       
          95	orangutan 	1759    	F	7       
          95	orangutan 	1773    	F	7       
          95	orangutan 	1928    	R	7       
          95	gibbon    	121     	R	7       
          95	gibbon    	276     	F	7       
          95	gibbon    	424     	F	7       
          95	gibbon    	445     	R	7       
          95	gibbon    	566     	R	7       
          95	gibbon    	1487    	R	7       
          95	gibbon    	1821    	F	7       
          95	gibbon    	1946    	R	7       
          95	baboon    	17      	R	7       
          95	baboon    	18      	F	7       
          95	baboon    	84      	R	7       
          95	baboon    	94      	R	7       
          95	baboon    	96      	R	7       
          95	baboon    	216     	R	7       
          95	baboon    	276     	F	7       
          95	baboon    	322     	F	7       
          95	baboon    	381     	R	7       
          95	baboon    	903     	F	7       
          95	baboon    	1019    	R	7       
          95	baboon    	1285    	F	7       
          95	baboon    	1480    	F	7       
          95	baboon    	1679    	F	7       
          95	baboon    	1980    	R	7       
          95	macaque   	72      	R	7       
          95	macaque   	339     	F	7       
          95	macaque   	534     	F	7       
          95	macaque   	575     	F	7       
          95	macaque   	733     	F	7       
          95	macaque   	951     	F	7       
          95	macaque   	1034    	R	7       
          95	macaque   	1255    	F	7       
          95	macaque   	1269    	F	7       
          95	macaque   	1413    	R	7       
          95	macaque   	1563    	F	7       
          95	macaque   	1640    	F	7       
          95	macaque   	1758    	F	7       
          95	macaque   	1853    	F	7       
          95	macaque   	1937    	R	7       
          95	macaque   	1939    	R	7       
          95	macaque   	1983    	F	7       
          95	galago    	1945    	R	8       
          95	rabbit    	38      	R	7       
          95	rabbit    	592     	F	7       
          95	rabbit    	1130    	F	7       
          95	rabbit    	1240    	R	7       
          95	rabbit    	1285    	R	7       
          95	rabbit    	1455    	F	7       
          95	rabbit    	1550    	F	7       
          95	rabbit    	1594    	R	7       
          95	rabbit    	1636    	R	7       
          95	rabbit    	1656    	F	7       
          95	rabbit    	1722    	R	7       
          95	rabbit    	1774    	R	7       
          95	rabbit    	1817    	F	7       
          95	gpig      	763     	R	8       
          95	mouse     	187     	F	7       
          95	mouse     	205     	F	7       
          95	mouse     	234     	F	7       
          95	mouse     	498     	F	7       
          95	mouse     	807     	F	7       
          95	mouse     	1185    	F	7       
          95	mouse     	1498    	F	7       
          95	mouse     	1831    	R	7       
          95	mouse     	1892    	R	7       
          95	mouse     	1893    	F	7       
          95	mouse     	1969    	R	7       
          95	nrat      	141     	F	7       
          95	nrat      	568     	F	7       
          95	nrat      	600     	F	7       
          95	nrat      	671     	R	7       
          95	nrat      	886     	F	7       
          95	nrat      	1049    	F	7       
          95	nrat      	1231    	F	7       
          95	nrat      	1546    	F	7       
          95	nrat      	1810    	R	7       
          95	nrat      	1914    	R	7       
          95	squirrel  	587     	F	7       
          95	squirrel  	749     	F	7       
          95	squirrel  	761     	R	7       
          95	squirrel  	1132    	R	7       
          95	squirrel  	1199    	F	7       
          95	squirrel  	1492    	F	7       
          95	squirrel  	1587    	F	7       
          95	squirrel  	1616    	R	7       
          95	squirrel  	1631    	R	7       
          95	squirrel  	1812    	R	7       
          95	squirrel  	1855    	R	7       
          95	squirrel  	1889    	F	7       
          95	squirrel  	1903    	F	7       
          95	squirrel  	1919    	F	7       
          95	squirrel  	1966    	F	7       
          95	squirrel  	1968    	R	7       
          95	eushrew   	662     	R	8       
          95	eushrew   	1373    	F	8       
          95	megabat   	1330    	R	8       
          95	microbat  	1577    	R	8       
          95	microbat  	1663    	F	8       
          95	microbat  	1846    	R	8       
          95	orca      	32      	R	8       
          95	orca      	945     	R	8       
          95	orca      	1006    	R	8       
          95	dolphin   	715     	R	8       
          95	dolphin   	776     	R	8       
          95	sheep     	1066    	R	8       
          95	cow       	41      	R	7       
          95	cow       	99      	R	7       
          95	cow       	230     	F	7       
          95	cow       	418     	F	7       
          95	cow       	453     	F	7       
          95	cow       	628     	F	7       
          95	cow       	888     	F	7       
          95	cow       	900     	R	7       
